HP:0004944	Cerebral aneurysm	大脳動脈瘤	脳動脈瘤	動脈瘤	大脳動脈瘤
HP:0004945	Extracranial internal carotid artery dissection	頭蓋外内頚動脈解離	頭蓋外|内頸動脈解離	NA	頭蓋内動脈動脈解離
HP:0004947	Arteriovenous fistula	動静脈瘻	動静脈瘻	NA	動静脈瘻
HP:0004948	Vascular tortuosity	血管蛇行	血管性 OR 血管 OR 脈管 OR 維管束|蛇行 OR ねじれ	NA	血管曲がり
HP:0004950	Peripheral arterial disease	末梢動脈疾患	末梢動脈疾患	NA	末梢動脈疾患
HP:0004952	Pulmonary arteriovenous fistulas	肺動静脈瘻	肺 OR 肺性|動静脈	NA	肺動静脈瘻
HP:0004953	Abdominal aortic aneurysm	腹部大動脈瘤	腹部大動脈瘤	大動脈瘤	腹部大動脈瘤
HP:0004954	Descending aortic aneurysm	下行大動脈瘤	下行性 OR 下行|大動脈瘤	大動脈瘤	下行大動脈瘤
HP:0004955	Generalized arterial tortuosity	全身性動脈蛇行	一般化 OR 全般的 OR 汎化 OR 全身性 OR 汎発性 OR 全般性|動脈性 OR 動脈|蛇行 OR ねじれ	NA	一般化された動脈の蛇行
HP:0004959	Dilatation of the descending thoracic aorta	下行胸部大動脈拡張	拡大 OR 拡張 OR 膨張 OR 怒張|下行性 OR 下行|胸部大動脈 OR 胸大動脈	NA	下行大動脈の拡張
HP:0004960	Absent pulmonary artery	肺動脈欠損	非存在 OR 欠く OR 欠席|肺動脈	肺動脈欠如	肺動脈なし
HP:0004961	Pulmonary artery sling	肺動脈スリング	肺動脈|スリング OR 吊り包帯	肺動脈スリング	肺動脈スリング
HP:0004962	Thoracic aorta calcification	胸部大動脈石灰化	胸部大動脈 OR 胸大動脈|石灰化 OR カルシウム沈着	NA	胸部大動脈石灰化
HP:0004963	Calcification of the aorta	大動脈石灰化	石灰化 OR カルシウム沈着|大動脈	NA	大動脈の石灰化
HP:0004964	Pulmonary arterial medial hypertrophy	肺動脈内膜肥大	肺 OR 肺性|動脈性 OR 動脈|内側 OR 中心 OR 中央 OR 内側性|肥大 OR 肥厚 OR 肥大化	NA	肺動脈内肥大
HP:0004966	Medial calcification of large arteries	大きな動脈の中膜石灰化	内側 OR 中心 OR 中央 OR 内側性|石灰化 OR カルシウム沈着|大きい OR 大型 OR 多い|動脈	NA	大動脈の内側石灰化
HP:0004968	Recurrent cerebral hemorrhage	反復性大脳出血	反復性 OR 再発性 OR 回帰性 OR 回帰 OR 反回性|脳出血 OR 脳溢血	出血	再発性脳出血
HP:0004969	Peripheral pulmonary artery stenosis	末梢肺動脈狭窄	末梢性 OR 末梢 OR 末梢神経性 OR 末梢神経 OR 周辺性 OR 辺縁 OR 周辺|肺動脈狭窄 OR 肺動脈狭窄症	肺動脈狭窄	末梢動脈狭窄症
HP:0004970	Ascending aortic dilation	上行大動脈拡張	上行性 OR 上行 OR 上向き OR 上昇|大動脈拡張	NA	上行大動脈拡張
HP:0004971	Pulmonary artery hypoplasia	肺動脈低形成	肺動脈|発育不全 OR 形成不全 OR 低形成	肺動脈形成不全	肺動脈形成異常
HP:0004972	Elevated mean arterial pressure	平均動脈圧上昇	平均動脈圧	NA	上昇した平均動脈圧
HP:0004974	Coarctation of abdominal aorta	腹部大動脈縮窄	縮窄|腹部大動脈	NA	腹部大動脈の凝固
HP:0004975	Erlenmeyer flask deformity of the femurs	大腿骨のErlenmeyer フラスコ変形	三角フラスコ OR エルレンマイヤーフラスコ OR Erlenmeyerフラスコ|変形 OR 奇形|大腿骨 OR 大腿 OR 腿節	NA	大腿骨のエルレンマイヤーフラスコ変形
HP:0004976	Knee dislocation	膝関節脱臼	膝関節脱臼 OR 膝脱臼	NA	膝脱臼
HP:0004977	Bilateral radial aplasia	両側性橈骨無形成	両側性 OR 両側 OR 左右対称|放射状 OR 放線状 OR 橈骨 OR 橈側|形成不全 OR 無形成	NA	両側放射状非形成
HP:0004979	Metaphyseal sclerosis	骨幹端硬化症	骨幹端|硬化症 OR 硬化	硬化症	気管支硬化症
HP:0004980	Metaphyseal rarefaction	骨幹端希薄	骨幹端|粗鬆化	NA	Metaphyseal希薄化
HP:0004981	Prominent styloid process of ulna	目立つ尺骨茎状突起	卓越 OR 突出 OR 顕著|茎状突起|尺骨	NA	尺骨の有力な茎状突起
HP:0004986	obsolete Rudimentary to absent fibulae	痕跡的腓骨または腓骨欠損	陳旧性|未発達 OR 痕跡|非存在 OR 欠く OR 欠席	退化	古くから欠けている腓骨
HP:0004987	Mesomelic leg shortening	四肢中部短縮性下肢短縮	中脚 OR 中間肢節短縮型|脚|短縮 OR ショートニング	NA	Mesomelicレッグ短縮
HP:0004990	Epiphyseal streaking	骨端線状	骨端 OR 骨端軟骨	NA	骨端ストリーキング
HP:0004991	Rhizomelic arm shortening	四肢近位短縮性腕短縮	腕 OR アーム OR 備える OR 武装|短縮 OR ショートニング	NA	NA
HP:0004993	Slender long bones with narrow diaphyses	狭い骨幹を伴う細い長管骨	細長い|長い OR 長期 OR 長く OR 久しく OR 望む OR 切望|狭い OR 狭小 OR 細い OR 狭くする OR 制限|骨幹	NA	細い間隙のある細長い長い骨
HP:0004997	Multicentric ossification of proximal humeral epiphyses	多中心性近位上腕骨骨端骨化	多中心性 OR 多中心|骨形成 OR 骨化 OR 骨化症|近位 OR 基部|上腕骨|骨端 OR 骨頭	NA	近位上腕骨骨端の多中心性骨化
HP:0005001	Recurrent patellar dislocation	反復性膝蓋骨脱臼	反復性 OR 再発性 OR 回帰性 OR 回帰 OR 反回性|膝蓋骨脱臼 OR 膝蓋脱臼	NA	再発性膝蓋骨脱臼
HP:0005003	Aplasia/Hypoplasia of the capital femoral epiphysis	大腿骨骨頭骨端無形成/低形成	形成不全 OR 無形成|発育不全 OR 形成不全 OR 低形成|大腿|骨端 OR 骨頭	NA	首都大腿骨端部の形成不全/陥凹形成
HP:0005004	Flattened proximal radial epiphyses	平坦な近位橈骨骨端	近位 OR 基部|放射状 OR 放線状 OR 橈骨 OR 橈側|骨端 OR 骨頭	NA	平坦化された近位の放射状骨端
HP:0005005	Femoral bowing present at birth, straightening with time	出生時にみられ時間とともに真っすぐなる大腿骨湾曲	大腿|内反|現在 OR 出席している OR ある OR 提示 OR 呈する OR 示す OR 提出 OR 発表 OR 贈呈|アンジオテンシン OR 血管拡張性失調症|出生 OR 誕生 OR 生誕|時間 OR 時 OR 時期 OR 期間 OR ?倍の	NA	出生時の大胸弓
HP:0005008	Large joint dislocations	大関の脱臼	大きい OR 大型 OR 多い|関節 OR 結合部 OR ジョイント OR 継手 OR 繋ぐ OR 共同 OR 連合	NA	大きなジョイント転位
HP:0005009	Dumbbell-shaped humerus	ダンベル型上腕骨	上腕骨	NA	ダンベル型上腕骨
HP:0005010	Osteomyelitis leading to amputation due to slow healing fractures	治癒の遅い骨折による切断となる骨髄炎	骨髄炎 OR 頭蓋骨骨髄炎|切断術|原因 OR ために OR せい|緩徐 OR 遅い OR ゆっくり OR 緩慢 OR 遅くする|治癒 OR ヒーリング	骨髄炎	癒合骨折が遅いために切断される骨髄炎
HP:0005011	Mesomelic arm shortening	四肢中部短縮性腕短縮	中脚 OR 中間肢節短縮型|腕 OR アーム OR 備える OR 武装|短縮 OR ショートニング	NA	NA
HP:0005013	Dysplastic distal radial epiphyses	遠位橈骨骨端異形成	形成異常|遠位 OR 遠心性 OR 末端 OR 遠位性|放射状 OR 放線状 OR 橈骨 OR 橈側|骨端 OR 骨頭	NA	異形成の遠位径方向エピソード
HP:0005017	Polyarticular chondrocalcinosis	多関節性軟骨石灰症	多関節型 OR 多発関節炎|軟骨石灰化症	NA	多関節軟骨石灰化症
HP:0005019	Diaphyseal thickening	骨幹の肥厚	骨幹|肥厚 OR 肥厚部	NA	ダイアファイヤー肥厚
HP:0005021	Bilateral elbow dislocations	両側性肘脱臼	両側性 OR 両側 OR 左右対称|肘 OR 肘関節	NA	両側肘転位
HP:0005025	Hypoplastic distal humeri	遠位上腕骨低形成	低形成 OR 再生不良性|遠位 OR 遠心性 OR 末端 OR 遠位性|上腕骨	NA	Hypoplastic遠位humeri
HP:0005026	Mesomelic/rhizomelic limb shortening	四肢中部短縮/四肢近位短縮性四肢短縮	中脚 OR 中間肢節短縮型|肢|短縮 OR ショートニング	NA	メゾメリック/ rhizomelic limb短縮
HP:0005028	Widened proximal tibial metaphyses	幅広い近位脛骨骨幹端	近位 OR 基部|脛骨|骨幹端	NA	広がった近位脛骨骨幹端
HP:0005033	Distal ulnar hypoplasia	遠位尺骨低形成	遠位 OR 遠心性 OR 末端 OR 遠位性|尺側 OR 尺骨|発育不全 OR 形成不全 OR 低形成	NA	遠位尺骨形成不全
HP:0005035	Shortening of all phalanges of the toes	趾の全趾骨の短縮	短縮 OR ショートニング|全|指骨 OR 指節骨	NA	つま先のすべての指節の短縮
HP:0005036	Unilateral ulnar hypoplasia	片側性尺骨低形成	一側性 OR 一側 OR 片側性 OR 片側|尺側 OR 尺骨|発育不全 OR 形成不全 OR 低形成	NA	片側尺骨形成不全
HP:0005037	Proximal radio-ulnar synostosis	近位橈骨-尺骨癒合	近位 OR 基部|骨癒合	骨癒合症	近位ラジアル - 尺骨接合症
HP:0005039	Multiple long-bone exostoses	多発性長管骨外骨症	複数 OR 多発性 OR 多重 OR マルチプル OR 多発|外骨腫 OR 骨軟骨腫	NA	複数の長骨exostoses
HP:0005041	Irregular capital femoral epiphysis	不規則な大腿骨骨頭骨端	不規則 OR 変則的 OR 変則性 OR 変則|大腿|骨端 OR 骨頭	NA	不規則大資本大腿骨端部
HP:0005042	Irregular, rachitic-like metaphyses	不規則なくる病様骨幹端	不規則 OR 変則的 OR 変則性 OR 変則|骨幹端	NA	不規則な
HP:0005043	Proximal humeral metaphyseal irregularity	不規則な近位上腕骨骨幹端	近位 OR 基部|上腕骨|骨幹端|不規則さ OR 変則性	NA	近位上腕骨骨幹端部の不規則性
HP:0005045	Diaphyseal cortical sclerosis	骨幹皮質硬化	骨幹|皮質性 OR 皮質 OR 皮層|硬化症 OR 硬化	硬化症	間質性皮質硬化症
HP:0005048	Synostosis of carpal bones	手根骨癒合症	骨癒合|手根	骨癒合症	手根骨の骨形成
HP:0005050	Anterolateral radial head dislocation	前外方橈骨頭脱臼	前外側|放射状 OR 放線状 OR 橈骨 OR 橈側|頭部 OR 頭|転位 OR 脱臼	NA	前外側ラジアル頭部転位
HP:0005054	Metaphyseal spurs	骨幹端棘	骨幹端|距状突起 OR スパー	NA	Metaphysealスパーズ
HP:0005059	Arthralgia/arthritis	関節痛/関節炎	関節痛|関節炎	関節炎	関節痛/関節炎
HP:0005060	Limited elbow flexion/extension	肘屈曲/伸展制限	制限 OR 限定 OR 有限|肘 OR 肘関節|屈曲|伸展 OR 伸び OR 延長 OR 拡張 OR 拡大 OR 伸張	NA	限定肘屈曲/伸展
HP:0005063	Fragmented, irregular epiphyses	断片化した不規則な骨端	不規則 OR 変則的 OR 変則性 OR 変則|骨端 OR 骨頭	NA	断片化された不規則なエピ粒子
HP:0005066	Cone-shaped epiphyses fused within their metaphyses	骨幹端内で癒合した円錐骨端	骨端 OR 骨頭|以内|骨幹端	NA	それらのメタフィーゼ内で融合した円錐形のエピフィス
HP:0005067	Proximal fibular overgrowth	近位腓骨過成長	近位 OR 基部|腓骨|異常増殖 OR 過成長 OR 異常繁殖	NA	近位腓腹筋
HP:0005068	Absent styloid process of ulna	茎状突起欠損	非存在 OR 欠く OR 欠席|茎状突起|尺骨	茎状突起の欠如	尺骨の欠如した茎状突起
HP:0005069	Rhizo-meso-acromelic limb shortening	四肢近位-中部-肢端性四肢短縮	肢|短縮 OR ショートニング	NA	NA
HP:0005070	Proximal radial head dislocation	近位橈骨頭脱臼	近位 OR 基部|放射状 OR 放線状 OR 橈骨 OR 橈側|頭部 OR 頭|転位 OR 脱臼	NA	近位ラジアルヘッド転位
HP:0005072	Hyperextensibility at wrists	手関節過伸展	アンジオテンシン OR 血管拡張性失調症|手首 OR 手関節	NA	手首の過伸展性
HP:0005084	Anterior radial head dislocation	前方橈骨頭脱臼	前側 OR 前|放射状 OR 放線状 OR 橈骨 OR 橈側|頭部 OR 頭|転位 OR 脱臼	NA	前頭葉頭部転位
HP:0005085	Limited knee flexion/extension	膝屈曲/伸展制限	制限 OR 限定 OR 有限|膝|屈曲|伸展 OR 伸び OR 延長 OR 拡張 OR 拡大 OR 伸張	NA	限定膝屈曲/伸展
HP:0005086	Knee osteoarthritis	膝骨関節炎	変形性膝関節症	骨関節炎	膝の変形性関節症
HP:0005089	Abnormal metaphyseal trabeculation	骨幹端骨梁異常	異常 OR 異常性|骨幹端|肉柱形成	NA	異常な骨幹線維増殖
HP:0005090	Lateral femoral bowing	外側への大腿骨湾曲	外側 OR 側方 OR 側面 OR 側 OR 外側性 OR ラテラル|大腿|内反	NA	横大腿骨弓
HP:0005092	Streaky metaphyseal sclerosis	線状骨幹端硬化症	骨幹端|硬化症 OR 硬化	硬化症	ひっそりした骨幹端硬化症
HP:0005093	Absent proximal radial epiphyses	近位橈骨骨端欠損	非存在 OR 欠く OR 欠席|近位 OR 基部|放射状 OR 放線状 OR 橈骨 OR 橈側|骨端 OR 骨頭	NA	近位放射状骨端がない
HP:0005096	Distal femoral bowing	遠位大腿骨湾曲	遠位 OR 遠心性 OR 末端 OR 遠位性|大腿|内反	NA	遠位大腿骨ボーイング
HP:0005099	Severe hydrops fetalis	重度胎児水腫	激しい OR 苛酷 OR 重症 OR 重篤 OR 重度 OR 重症型|胎児水腫	胎児水腫	胎児重度水腫
HP:0005100	Premature birth following premature rupture of fetal membranes	前期破水に続く早産	早産|次 OR 後 OR 下記 OR 追従者 OR 次いで|早発 OR 早発性 OR 早熟性 OR 成熟前 OR 未熟 OR 中途|破裂 OR 破壊 OR 破綻 OR 断裂 OR 破裂|胎生期 OR 胎性 OR 胎児 OR 胎児性 OR 胎仔 OR 胎仔型	NA	胎児膜の早期破裂後の早産
HP:0005101	High-frequency hearing impairment	高音難聴	難聴	NA	高周波聴力障害
HP:0005102	Cochlear degeneration	蝸牛変性	蝸牛|変性 OR 変性症 OR 逆行変性 OR 縮退 OR 退化	蝸牛の退行変性	蝸牛変性
HP:0005103	Calcification of the auricular cartilage	耳介軟骨石灰化	石灰化 OR カルシウム沈着|耳介軟骨	NA	耳介軟骨の石灰化
HP:0005104	Hypoplastic nasal septum	鼻中隔低形成	低形成 OR 再生不良性|鼻中隔	NA	NA
HP:0005105	Abnormal nasal morphology	異常な鼻形態	異常 OR 異常性|鼻 OR 経鼻|形態学 OR 形態	形態	異常な鼻形態
HP:0005106	Abnormality of the vertebral endplates	脊椎終板の異常	異常 OR 異常性 OR 奇形|椎骨|終板	NA	脊椎終板の異常
HP:0005107	Abnormality of the sacrum	仙骨の異常	異常 OR 異常性 OR 奇形|仙骨	NA	仙骨の異常
HP:0005108	Abnormality of the intervertebral disk	椎間板の異常	異常 OR 異常性 OR 奇形|椎間板	NA	椎間板の異常
HP:0005109	Abnormality of the Achilles tendon	Achilles 腱の異常	異常 OR 異常性 OR 奇形|アキレス腱 OR Achilles腱	NA	アキレス腱の異常
HP:0005110	Atrial fibrillation	心房細動	心房細動	心房細動	心房細動
HP:0005111	Dilatation of the ascending aorta	上行大動脈拡張	拡大 OR 拡張 OR 膨張 OR 怒張|上行大動脈	NA	上行大動脈の拡張
HP:0005112	Dilatation of the abdominal aorta	腹部大動脈拡張	拡大 OR 拡張 OR 膨張 OR 怒張|腹部大動脈	NA	腹部大動脈の拡張
HP:0005113	Dilatation of the aortic arch	大動脈弓拡張	拡大 OR 拡張 OR 膨張 OR 怒張|大動脈弓 OR 動脈弓	NA	大動脈弓の拡張
HP:0005114	Abnormalities of the peripheral arteries	末梢動脈の異常	異常 OR 異常性 OR 奇形|末梢血管	NA	末梢動脈の異常
HP:0005115	Supraventricular arrhythmia	上室性不整脈	上室性不整脈	NA	上室性不整脈
HP:0005116	Arterial tortuosity	動脈蛇行y	動脈性 OR 動脈|蛇行 OR ねじれ	NA	動脈の蛇行
HP:0005117	Elevated diastolic blood pressure	拡張期血圧上昇	拡張期血圧 OR 拡張期圧 OR 最低血圧	NA	拡張期血圧の上昇
HP:0005120	Abnormality of cardiac atrium	心房の異常	異常 OR 異常性 OR 奇形|心臓 OR 心 OR 心臓性 OR 強心|心房	NA	心臓のアトリウムの異常
HP:0005121	Posterior scalloping of vertebral bodies	波形の脊椎骨後部 (スカロッピング)	後側 OR 後方 OR 後|椎骨	NA	椎体の後方スカロップ
HP:0005129	Congenital hypertrophy of left ventricle	先天性左室肥大	先天性 OR 先天的 OR 先天|肥大 OR 肥厚 OR 肥大化|左心室 OR 左室	NA	左心室の先天性肥大
HP:0005130	Restrictive heart failure	拘束性心不全	拘束性|心不全	NA	限定心不全
HP:0005132	Pericardial constriction	心外膜収縮	心臓周囲 OR 心膜 OR 心嚢|狭窄 OR 収縮 OR 収斂	NA	心膜収縮
HP:0005133	Right ventricular dilatation	右室拡張	右心室 OR 右室|拡大 OR 拡張 OR 膨張 OR 怒張	NA	右心室拡張
HP:0005134	Absence of the pulmonary valve	肺動脈弁欠損	非存在 OR 欠如 OR 欠くこと OR ないこと OR 欠神 OR 欠損症|肺動脈弁	NA	肺動脈弁の不在
HP:0005135	Abnormal T-wave	心電図: T-波異常	心電図|異常 OR 異常性 OR 奇形	NA	異常なT波
HP:0005136	Premature calcification of mitral annulus	早発性僧帽弁輪部石灰化	早発 OR 早発性 OR 早熟性 OR 成熟前 OR 未熟 OR 中途|石灰化 OR カルシウム沈着|僧帽弁輪	NA	僧帽弁輪の早期石灰化
HP:0005141	Episodes of ventricular tachycardia	心室性頻拍エピソード	エピソード OR 発症|心室頻拍 OR 心室性頻拍 OR 心室性頻脈 OR 心室頻脈	心室頻脈	心室頻脈のエピソード
HP:0005143	Anomalous origin of right pulmonary artery from ascending aorta	右肺動脈の上行大動脈からの起始異常	異常 OR 異例 OR 変則的|起源 OR 原因 OR オリジン OR 開始点 OR 起点 OR 起始 OR 起始部|右 OR 権利 OR 正しい OR 右位 OR 直角|肺動脈|上行大動脈	NA	上行大動脈からの右肺動脈の異常起源
HP:0005144	Left ventricular septal hypertrophy	左室中隔肥大	左心室 OR 左室|中隔|肥大 OR 肥厚 OR 肥大化	NA	左心室中隔肥大
HP:0005145	Coronary artery stenosis	冠動脈 狭窄	冠動脈狭窄 OR 冠動脈狭窄症 OR 冠状動脈狭窄 OR 冠状動脈狭窄症	冠状動脈狭窄症	冠動脈狭窄
HP:0005146	Cardiac valve calcification	心弁膜石灰化	心臓弁|石灰化 OR カルシウム沈着	NA	心臓弁石灰化
HP:0005147	Bidirectional ventricular ectopy	双方向性異所性心室	双方向的 OR 双方向性 OR 二方向|室 OR 心室 OR 脳室 OR 心室性|異所性興奮	NA	双方向心室外毒素
HP:0005148	Pulmonary valve defects	肺動脈弁奇形	肺動脈弁|欠損 OR 欠損症 OR 異常 OR 欠陥 OR 欠点	NA	肺動脈弁欠陥
HP:0005150	Abnormal atrioventricular conduction	異常な房室電動	異常 OR 異常性|房室伝導	NA	異常な房室伝導
HP:0005151	Preductal coarctation of the aorta	大動脈の管前縮窄	大動脈縮窄 OR 大動脈縮窄症	NA	大動脈の摂食前大動脈瘤
HP:0005152	Oncocytic cardiomyopathy	好酸性顆粒細胞性心筋症	心筋症	心筋症	Oncocytic心筋症
HP:0005155	Ventricular escape rhythms	心室性補充調律	室 OR 心室 OR 脳室 OR 心室性|回避 OR 逃避 OR 漏れ OR 逸脱 OR エスケープ OR 逃避 OR 逃げる OR 逸脱 OR 免れる|リズム OR 調律 OR 律動	NA	心室エスケープリズム
HP:0005156	Hypoplastic left atrium	左房低形成	低形成 OR 再生不良性|左心房 OR 左房	NA	Hypoplastic左心房
HP:0005157	Concentric hypertrophic cardiomyopathy	求心性肥大型心筋症	同心円状 OR 同心性 OR 短縮性 OR 求心性 OR 求心|肥大型心筋症 OR 肥大性心筋症	心筋症	同心円肥大型心筋症
HP:0005160	Total anomalous pulmonary venous return	総肺静脈還流異常	総量 OR 全体 OR 総 OR 全 OR 完全 OR 集計|異常 OR 異例 OR 変則的|肺 OR 肺性|静脈還流量	NA	全異常肺静脈還流
HP:0005162	Left ventricular failure	左室機能障害	障害性|左室機能	NA	左室不全
HP:0005164	Dysplastic pulmonary valve	肺動脈弁異形成	形成異常|肺動脈弁	NA	異形成性肺動脈弁
HP:0005165	Shortened PR interval	短い PR 間隔	プラセオジム|間隔 OR 間欠期	PR間隔の短縮	短縮PR間隔
HP:0005168	Elevated right atrial pressure	右房圧上昇	右 OR 権利 OR 正しい OR 右位 OR 直角|心房圧	NA	右心房圧の上昇
HP:0005170	Complete heart block with broad RS complexes	幅広いRS複合を伴う完全心ブロック	完全心ブロック|広い OR 広範 OR ブロード|複合体	心ブロック	広いRS複合体を含む完全な心臓ブロック
HP:0005172	Left posterior fascicular block	左後束ブロック	左 OR 左方 OR 左 OR 去る|束枝ブロック OR 分枝ブロック	NA	左後部筋膜ブロック
HP:0005173	Calcific aortic valve stenosis	石灰化性大動脈弁狭窄	石灰沈着性|大動脈弁狭窄	大動脈弁狭窄症	大動脈弁狭窄症
HP:0005174	Membranous subvalvular aortic stenosis	膜性弁下大動脈狭窄	膜状 OR 膜性|大動脈弁下狭窄	NA	膜下小脳大動脈狭窄
HP:0005176	Dysplastic aortic valve	大動脈弁異形成	形成異常|大動脈弁	NA	異形成大動脈弁
HP:0005177	Premature arteriosclerosis	早発性動脈硬化症	早発 OR 早発性 OR 早熟性 OR 成熟前 OR 未熟 OR 中途|動脈硬化症	動脈硬化症	早期動脈硬化
HP:0005178	Complete heart block with narrow QRS complexes	狭いQRS複合を伴う完全心ブロック	完全心ブロック|狭い OR 狭小 OR 細い OR 狭くする OR 制限|複合体	心ブロック	狭いQRS複合体を含む完全な心臓ブロック
HP:0005180	Tricuspid regurgitation	三尖弁逆流	三尖弁逆流 OR 三尖弁逆流症 OR 三尖弁閉鎖不全	NA	三尖弁逆流
HP:0005181	Premature coronary artery disease	早発性冠動脈疾患	早発 OR 早発性 OR 早熟性 OR 成熟前 OR 未熟 OR 中途|冠動脈疾患	NA	早期冠動脈疾患
HP:0005182	Bicuspid pulmonary valve	二弁性肺動脈弁	小臼歯 OR 二尖 OR 二尖弁|肺動脈弁	肺動脈二尖弁	二尖弁肺動脈弁
HP:0005183	Pericardial lymphangiectasia	心外膜リンパ管拡張	心臓周囲 OR 心膜 OR 心嚢|リンパ管拡張症	NA	心膜リンパ管拡張症
HP:0005184	Prolonged QTc interval	遷延性 QTc 間隔	遷延性 OR 遷延|補正QT時間 OR 補正QT間隔	NA	延長されたQTc間隔
HP:0005185	Global systolic dysfunction	全身性収縮期機能障害	網羅的 OR 包括的 OR 全体的 OR 全般的 OR グローバル OR 世界的規模 OR 世界的|収縮不全	NA	全身収縮機能不全
HP:0005186	Synovial hypertrophy	滑膜肥大	滑膜 OR 滑液|肥大 OR 肥厚 OR 肥大化	NA	滑膜肥大
HP:0005187	Progressive joint destruction	進行性関節破壊	進行性|関節破壊	NA	進行性関節破壊
HP:0005190	Proximal finger joint hyperextensibility	近位指関節過伸展	近位 OR 基部|指関節	NA	近位指関節過伸展性
HP:0005191	Congenital knee dislocation	先天性膝関節脱臼	先天性 OR 先天的 OR 先天|膝関節脱臼 OR 膝脱臼	NA	先天性膝脱臼
HP:0005193	Restricted large joint movement	大関節運動制限	大きい OR 大型 OR 多い|関節 OR 結合部 OR ジョイント OR 継手 OR 繋ぐ OR 共同 OR 連合|移動 OR 運動 OR 動作	NA	制限された大きな関節運動
HP:0005194	Flattened metatarsal heads	平坦な中足骨頭	中足骨 OR 中足骨|頭部 OR 頭	NA	平らな中足骨頭
HP:0005195	Polyarticular arthropathy	多関節関節症	多関節型 OR 多発関節炎|関節症 OR 関節疾患 OR 関節障害	NA	多関節性関節症
HP:0005197	Generalized morning stiffness	全身性朝のこわばり	一般化 OR 全般的 OR 汎化 OR 全身性 OR 汎発性 OR 全般性|朝のこわばり	NA	一般的な朝のこわばり
HP:0005198	Stiff interphalangeal joints	硬い指間(IP)関節	指節間	NA	堅い指節間関節
HP:0005199	Aplasia of the abdominal wall musculature	腹壁筋無形成	形成不全 OR 無形成|腹壁|筋系	NA	腹壁筋層の形成不全
HP:0005200	Retroperitoneal fibrosis	後腹膜線維症	後腹膜線維症	線維症	後腹膜線維症
HP:0005201	Anomalous splenoportal venous system	脾門脈静脈系奇形	異常 OR 異例 OR 変則的|静脈系	NA	異常な脾臓静脈系
HP:0005202	Helicobacter pylori infection	Helicobacter pylori (ヘリコバクター/ピロリ) 感染症	ヘリコバクター・ピロリ感染症 OR ヘリコバクター・ピロリ感染	NA	ヘリコバクターピロリ感染
HP:0005203	Spontaneous esophageal perforation	自然食道穿孔	自発性 OR 自発的 OR 自然発症 OR 自然|食道穿孔	NA	自発性食道穿孔
HP:0005206	Pancreatic pseudocyst	膵偽嚢胞	膵仮性嚢胞 OR 仮性膵嚢胞	NA	膵臓偽嚢胞
HP:0005207	Gastric hypertrophy	胃肥大	胃|肥大 OR 肥厚 OR 肥大化	胃の肥大	胃肥大
HP:0005208	Secretory diarrhea	分泌性下痢	分泌性下痢	下痢	分泌性下痢
HP:0005209	Intrahepatic bile duct cysts	肝内胆管膿瘍	肝内胆管|嚢胞 OR 嚢腫 OR シスト OR 被覆体	NA	肝内胆管嚢胞
HP:0005210	Hypoplastic colon	結腸低形成	低形成 OR 再生不良性|結腸 OR 大腸	NA	NA
HP:0005211	Midgut malrotation	中腸回転異常	中腸|異常回転	NA	Midgut回転停止
HP:0005212	Anal mucosal leukoplakia	肛門粘膜ロイコプラキア	肛門 OR 分析|粘膜|白板症 OR 白斑症	NA	肛門粘膜白板症
HP:0005213	Pancreatic calcification	 石灰化	膵臓 OR 膵性 OR 膵|石灰化 OR カルシウム沈着	NA	膵石灰化
HP:0005214	Intestinal obstruction	腸閉塞	腸閉塞 OR 腸閉塞症 OR 腸管閉塞	腸閉塞	腸閉塞
HP:0005215	Frequent Giardia lamblia infestation	頻回のランブル鞭毛虫感染症	頻繁 OR 高頻度 OR 頻回|ランブル鞭毛虫|寄生 OR 外寄生 OR 侵襲 OR 感染	NA	頻繁なGiardia lamblia感染
HP:0005216	Chewing difficulties	咀嚼こんな	咀嚼|困難 OR 障害	NA	噛みにくさ
HP:0005217	Duplication of internal organs	内臓重複	重複 OR 複製|内部 OR 内 OR 体内 OR 内的	NA	内臓器の重複
HP:0005218	Anoperineal fistula	肛門会陰部瘻	瘻孔	肛門会陰部瘻孔	肛門周囲瘻
HP:0005219	Absence of intrinsic factor	内因子の異常	非存在 OR 欠如 OR 欠くこと OR ないこと OR 欠神 OR 欠損症|内因子	NA	内因性因子の欠如
HP:0005220	Multiple intestinal neurofibromatosis	多発性腸神経線維腫症	複数 OR 多発性 OR 多重 OR マルチプル OR 多発|腸 OR 腸管 OR 腸管内 OR 消化器系|神経線維腫症	NA	多発性腸神経線維腫症
HP:0005222	Bowel diverticulosis	腸形質	腸|憩室症	NA	腸の憩室症
HP:0005223	Duplicated colon	重複結腸	結腸 OR 大腸	NA	コロンの複製
HP:0005224	Rectal abscess	直腸膿瘍	直腸膿瘍	NA	直腸膿瘍
HP:0005225	Intestinal edema	腸浮腫	腸管浮腫	腸浮腫	腸内浮腫
HP:0005227	Adenomatous colonic polyposis	腺腫性結腸ポリープ症	腺腫性 OR 腺腫 OR アデノーマ|結腸 OR 大腸|ポリープ症 OR ポリポーシス	NA	腺腫様大腸ポリポーシス
HP:0005229	Jejunoileal ulceration	空回腸潰瘍ation	空回腸|潰瘍 OR 潰瘍症 OR 潰瘍形成 OR 潰瘍化	NA	空腸潰瘍
